dX,dY,dZ
5.973417481610113,3.2712203195250407,-1.5625371753595516
5.723428672461807,-1.5935826100717865,-1.6121305299371897
-2.6777743513060273,3.220160683842609,-1.558649663488353
2.0555954287438567,-3.0205728324957484,-1.577402607844391
8.418448655589145,-0.2707906508720903,-2.3987046451644005
-1.6766916028193464,-6.930632100202401,-1.4785746215733582
-9.76972494185219,1.0805831945498028,-1.035273931182246
-4.039293197599079,7.010294438041122,-2.428002028528681
-4.826856147877038,0.0172831249069052,-1.4598725193213795
9.209345867355012,5.105299044881985,-2.1811269626577428
-7.375276604110752,4.318884383062864,-1.7584590719461062
-2.406764361031719,-2.1577135915550576,-2.1710232656380697
2.679672901444974,-0.9603297543901865,-0.9878963327791723
-3.175892401172746,-2.092469155004812,-1.3337946154352665
3.195562113474466,0.7577963600867719,-0.14042863013153806
3.965940224910412,1.8590978094638384,-1.4994850253908965
-6.109658834403433,0.9818285797890702,-0.18942006943012757
7.678850651605501,2.956211644807018,-1.5223004076928532
0.6745764211806886,7.591282181286687,-2.0605927282907146
3.8667228348763842,7.041922358350682,-2.0665894957564035
4.172081516479636,3.6331132925594005,-2.053072626532355
-2.2940501986036566,7.986010158038276,-1.1890462334820597
10.497983640195628,-1.6281945629671633,-1.8120088568979043
-6.245025993952822,4.005524259804572,-0.11391134225274868
-7.4384259301598945,-4.176232261251353,-1.4699634376027007
-4.554382987033591,-3.8678638252073263,-1.1330050138262493
-8.735215341937248,2.7815491652379443,-1.7149737735575457
-2.285966604494888,-7.238891068959944,-0.6091983010182389
-2.8168417254665314,-0.6409970620645815,-1.1545877542386904
5.43825984301543,-3.1122054196674283,-1.4395043357313853
-1.9044964415534764,0.2503755351162571,-2.2088576636508037
-3.4302092297403988,-7.6494148475965735,-0.49417106067764394
5.621931706004773,-0.6461950288752902,-0.20991740281849047
-1.3099432297438511,-3.703958587988926,-0.6129202783816083
-3.776034572970673,-7.758751412683141,-0.30274220236393035
-4.2757976606359875,-1.587262410102884,-2.2707440117548003
-6.083117229900836,1.1686938445324806,-0.41314947797226864
3.6142208001574545,4.42558723520548,-0.6212371777838541
-4.578277285539571,-4.082206103754694,-1.2715241586995205
7.729613647395183,-1.969896028456092,-1.9856678474598937
-4.48358756194807,-5.621533536795779,-0.8813207796267477
4.346080297471985,7.498344524044974,-2.1742443695389966
-2.9815581596122342,-0.3986828635108548,-1.660808983296647
0.5196318845383416,-5.54626728412112,-0.29658660234076706
-5.653920909901444,4.959272193309319,-0.8952814526541033
1.4435272749360593,0.1874074597230173,-2.241742554575211
6.467598033938998,-2.5060092462309793,-2.368456298001689
0.47103969889667496,1.2061389545664234,-0.7017843277702411
3.0666279635655087,-8.43552028099186,-1.388202333656551
7.520294098886268,6.468904625705857,-1.6502755022499116
8.184406830702812,-1.861378296765932,-0.29235080269066316
4.9335604496890255,-1.720071378338444,-1.740769186215772
-3.0716587540096043,6.613378483312731,-1.6615897557761627
-9.097393584435792,1.884513546691629,-2.3161753364440756
3.4791790574536208,-5.729370689801647,-2.4938231462028853
-9.570696532436614,-0.1779926018521678,-2.1501118977542717
4.207060402531795,3.3568423577755926,-1.8003066001265893
-4.889025491530674,-5.5160403111415395,-2.0599104828879433
-7.2772234742000705,1.6309685789033974,-0.825557350848868
2.185833245367178,3.3691992463725526,-1.8090887238489302
11.438377718542881,-1.4782226400264271,-1.9279802850207943
6.2884626509757595,1.6406823660978933,-2.139333018407484
-9.974643297740101,0.09331465620404522,-0.7065615296917258
0.23124371316538372,2.184413217014887,-1.6025685922739115
6.345404666144418,-1.39702400408299,-1.3119105561251558
-5.822632710930463,-0.05854329464289698,-2.244056266919216
6.751341339542023,3.4922737239554227,-0.6238824278300115
7.651435584952537,-3.868789391473439,-1.5240264294616566
10.713548348951406,-2.6297908702027355,-0.25991033456097057
8.697073990121112,4.929771817134185,-1.957880125952812
-4.695777060552302,3.823721872372065,-0.36688470679834495
2.1393273132604236,-7.942464381810216,-0.8616157967380502
6.046115783773928,-6.555703433903139,-1.9601818652011218
3.8940707480705896,-4.628137847200509,-1.7269604053346086
0.7643257284377682,-2.6826822182062857,-0.6127568636819376
-5.33559603077191,-3.7127537605488046,-0.43499423134653625
-4.716812179067176,3.034835345509812,-1.7087546666295168
-3.934158838945393,-7.320719696606054,-1.6485865271578746
-0.5515121413780548,5.8259522208834,-2.1345342566787053
-5.902118304031262,2.433217662095771,-1.7253799345839127
-6.1178479802818515,-1.2301712009976589,-0.970953678555702
11.105453218786067,-2.40503189993143,-2.3894628597964527
-1.9482494318961585,-4.08166237041415,-0.5571414565859811
4.1973465585789995,-3.117218525718763,-0.4919315829054369
3.5332336047386548,-3.2466448948457503,-1.2115016303473283
-4.052157629924864,-6.0997588446108235,-1.6131071881783328
-7.475187566276361,3.1923803557662023,-1.6964886113076147
4.182095201761399,-5.17641467294649,-1.7838561238764612
10.553424183845436,3.659480917358664,-2.4063876154892796
1.7226825535940407,5.118937327039156,-0.9264441708757545
7.282084339671769,1.5660420409631666,-0.9667405711132631
-2.5960814312543334,7.579975921855624,-1.149124206747416
-6.626031403023433,0.5166367044362836,-0.7872268680151819
4.56845735009955,-7.119182268879575,-0.7680068957718333
0.48275989722998247,-8.251308825166511,-2.434967159727421
6.831440685154405,-0.7511184021971644,-1.6026714263466317
5.685207513516673,4.19742908103542,-0.5006331156303645
-0.7691495328937776,-7.062154356986549,-0.6048381696262766
5.538733439016312,-5.352718957844715,-1.215349839073923
-4.63690075099305,1.5339532190911882,-0.8955141268596947
-4.070308695426775,4.68738300473875,-0.24209091269707983
-4.759333481055705,7.735752828485463,-2.1292190368396007
-4.935046553425764,-6.842751624219492,-0.038636147363490636
-7.91270100569011,-2.0795305111133837,-2.2178712605185353
-4.311254897921685,-6.1623744490659496,-2.050851257698241
2.962579368776858,-3.936944893972539,-0.014865898505547648
-0.4141713558215656,3.756365080187841,-0.23625595894239382
